StudentID,Name,Electronics,Programming,Database,Data Science,Math,Eng
S07398,Student_7398,99,99,79,49,73,54
S07399,Student_7399,47,68,51,55,91,46
S07400,Student_7400,57,72,73,90,64,93
S07401,Student_7401,64,73,51,47,76,63
S07402,Student_7402,63,87,82,41,67,92
S07403,Student_7403,94,89,69,80,66,64
S07404,Student_7404,47,89,89,78,87,47
S07405,Student_7405,55,75,96,49,59,47
S07406,Student_7406,98,87,76,67,86,97
S07407,Student_7407,82,47,73,89,88,71
S07408,Student_7408,96,77,41,77,71,82
S07409,Student_7409,79,68,70,99,46,54
S07410,Student_7410,85,42,72,81,63,98
S07411,Student_7411,60,67,92,75,92,65
S07412,Student_7412,80,76,55,47,84,47
S07413,Student_7413,94,78,90,55,86,57
S07414,Student_7414,57,48,74,71,68,50
S07415,Student_7415,92,70,76,88,40,99
S07416,Student_7416,85,44,60,80,86,73
S07417,Student_7417,97,56,72,58,79,63
S07418,Student_7418,80,70,42,65,86,47
S07419,Student_7419,51,95,40,76,65,70
S07420,Student_7420,93,90,64,86,86,67
S07421,Student_7421,54,83,79,88,48,57
S07422,Student_7422,79,75,47,93,47,82
S07423,Student_7423,79,83,57,76,63,82
S07424,Student_7424,55,59,85,83,66,64
S07425,Student_7425,71,91,52,82,46,52
S07426,Student_7426,69,47,52,58,82,44
S07427,Student_7427,44,74,56,85,85,96
S07428,Student_7428,57,66,66,41,95,68
S07429,Student_7429,87,44,96,62,46,62
S07430,Student_7430,75,84,64,62,99,54
S07431,Student_7431,41,79,78,86,91,75
S07432,Student_7432,92,65,87,68,90,94
S07433,Student_7433,79,95,42,91,70,63
S07434,Student_7434,58,78,85,95,68,89
S07435,Student_7435,51,80,84,60,69,41
S07436,Student_7436,64,46,97,76,83,45
S07437,Student_7437,76,69,77,86,90,66
S07438,Student_7438,49,46,98,46,41,71
S07439,Student_7439,67,63,71,46,53,58
S07440,Student_7440,74,83,85,71,71,58
S07441,Student_7441,47,76,63,69,62,94
S07442,Student_7442,96,46,62,68,54,97
S07443,Student_7443,75,75,79,80,63,48
S07444,Student_7444,72,48,48,50,90,57
S07445,Student_7445,46,65,80,52,99,54
S07446,Student_7446,83,85,75,51,50,47
S07447,Student_7447,79,47,96,64,61,53
S07448,Student_7448,71,65,65,57,44,43
S07449,Student_7449,67,99,89,93,66,51
S07450,Student_7450,74,76,98,83,43,99
S07451,Student_7451,49,94,62,72,87,54
S07452,Student_7452,93,72,60,47,97,91
S07453,Student_7453,60,78,70,98,45,44
S07454,Student_7454,69,65,51,65,98,50
S07455,Student_7455,81,58,88,61,54,54
S07456,Student_7456,41,86,85,84,90,53
S07457,Student_7457,61,56,54,85,87,93
S07458,Student_7458,68,81,91,65,93,99
S07459,Student_7459,85,69,63,62,77,75
S07460,Student_7460,64,68,97,75,67,81
S07461,Student_7461,61,73,51,98,47,80
S07462,Student_7462,86,75,51,89,60,68
S07463,Student_7463,93,66,49,78,85,98
S07464,Student_7464,56,88,90,80,84,73
S07465,Student_7465,60,64,92,73,86,99
S07466,Student_7466,66,42,55,45,66,46
S07467,Student_7467,48,63,75,59,67,87
S07468,Student_7468,70,67,50,40,51,53
S07469,Student_7469,47,40,78,87,88,42
S07470,Student_7470,59,66,74,77,70,88
S07471,Student_7471,84,74,78,69,99,85
S07472,Student_7472,52,68,42,79,83,85
S07473,Student_7473,62,43,76,74,40,67
S07474,Student_7474,41,61,55,59,80,95
S07475,Student_7475,56,50,96,84,95,50
S07476,Student_7476,41,62,77,83,81,44
S07477,Student_7477,87,40,48,65,53,79
S07478,Student_7478,80,80,71,64,54,92
S07479,Student_7479,46,86,40,40,85,80
S07480,Student_7480,73,79,42,52,42,79
S07481,Student_7481,56,97,82,68,82,87
S07482,Student_7482,51,80,74,48,51,57
S07483,Student_7483,98,58,48,51,99,51
S07484,Student_7484,71,80,51,52,75,41
S07485,Student_7485,41,86,92,64,58,42
S07486,Student_7486,42,70,98,89,63,63
S07487,Student_7487,48,42,78,44,57,76
S07488,Student_7488,65,47,63,43,46,93
S07489,Student_7489,53,43,40,56,58,82
S07490,Student_7490,61,53,62,64,93,90
S07491,Student_7491,95,47,70,73,68,98
S07492,Student_7492,98,73,43,67,51,62
S07493,Student_7493,73,53,84,79,83,84
S07494,Student_7494,58,96,99,40,60,46
S07495,Student_7495,73,97,45,88,58,61
S07496,Student_7496,94,46,50,97,68,42
S07497,Student_7497,80,57,49,72,56,77
S07498,Student_7498,64,73,60,78,89,57
S07499,Student_7499,95,82,79,53,61,88
S07500,Student_7500,63,56,99,70,66,70
S07501,Student_7501,85,53,45,58,81,42
S07502,Student_7502,60,44,81,56,92,89
S07503,Student_7503,84,95,86,96,73,70
S07504,Student_7504,78,90,57,92,64,40
S07505,Student_7505,40,74,94,91,92,61
S07506,Student_7506,75,71,88,46,55,95
S07507,Student_7507,53,59,80,93,84,44
S07508,Student_7508,43,83,69,60,82,86
S07509,Student_7509,96,68,47,66,56,90
S07510,Student_7510,73,50,90,89,82,74
S07511,Student_7511,98,62,45,83,83,76
S07512,Student_7512,61,90,80,95,94,40
S07513,Student_7513,41,96,95,97,96,85
S07514,Student_7514,58,48,43,73,75,74
S07515,Student_7515,46,49,74,57,47,56
S07516,Student_7516,59,63,44,50,44,62
S07517,Student_7517,93,64,86,84,54,64
S07518,Student_7518,81,59,40,59,99,57
S07519,Student_7519,55,87,68,82,91,84
S07520,Student_7520,75,96,68,54,61,62
S07521,Student_7521,71,90,78,97,75,63
S07522,Student_7522,55,49,87,46,85,48
S07523,Student_7523,71,40,57,90,67,66
S07524,Student_7524,65,65,48,85,40,81
S07525,Student_7525,53,47,65,41,95,81
S07526,Student_7526,91,65,70,88,83,49
S07527,Student_7527,46,74,72,85,47,80
S07528,Student_7528,98,89,92,46,67,72
S07529,Student_7529,41,60,62,93,46,81
S07530,Student_7530,60,83,93,61,73,83
S07531,Student_7531,41,43,81,66,86,68
S07532,Student_7532,58,54,49,91,47,71
S07533,Student_7533,84,55,86,56,81,86
S07534,Student_7534,85,53,96,73,68,87
S07535,Student_7535,41,47,94,64,96,43
S07536,Student_7536,94,71,74,98,73,90
S07537,Student_7537,57,91,65,41,73,94
S07538,Student_7538,64,75,56,95,42,73
S07539,Student_7539,80,57,99,41,48,97
S07540,Student_7540,48,49,92,59,92,96
S07541,Student_7541,47,72,40,98,95,57
S07542,Student_7542,64,40,91,43,41,85
S07543,Student_7543,62,67,50,97,62,68
S07544,Student_7544,65,83,57,77,74,97
S07545,Student_7545,51,59,74,40,91,74
S07546,Student_7546,93,64,68,65,92,61
S07547,Student_7547,50,92,40,75,93,65
S07548,Student_7548,59,98,83,87,73,89
S07549,Student_7549,47,74,82,58,89,65
S07550,Student_7550,63,85,54,81,79,67
S07551,Student_7551,60,74,88,91,76,92
S07552,Student_7552,74,82,64,97,62,67
S07553,Student_7553,80,53,59,84,96,97
S07554,Student_7554,79,78,48,41,68,73
S07555,Student_7555,87,56,44,97,90,88
S07556,Student_7556,86,65,83,60,81,46
S07557,Student_7557,83,78,60,44,58,58
S07558,Student_7558,78,91,69,73,70,54
S07559,Student_7559,58,71,60,45,54,64
S07560,Student_7560,64,57,80,81,92,68
S07561,Student_7561,52,96,61,53,72,57
S07562,Student_7562,85,61,63,66,52,68
S07563,Student_7563,67,47,95,45,90,43
S07564,Student_7564,88,46,75,42,72,77
S07565,Student_7565,48,44,60,76,81,95
S07566,Student_7566,85,98,81,55,47,41
S07567,Student_7567,44,81,64,43,97,60
S07568,Student_7568,56,47,52,70,80,57
S07569,Student_7569,54,79,71,87,53,89
S07570,Student_7570,78,50,88,77,70,69
S07571,Student_7571,74,56,53,64,70,75
S07572,Student_7572,87,42,64,64,51,97
S07573,Student_7573,80,69,53,90,79,64
S07574,Student_7574,95,62,84,82,49,60
S07575,Student_7575,41,75,41,95,57,58
S07576,Student_7576,93,69,82,67,66,58
S07577,Student_7577,40,62,48,92,43,45
S07578,Student_7578,44,61,88,61,61,58
S07579,Student_7579,64,44,67,75,89,64
S07580,Student_7580,53,95,73,52,47,52
S07581,Student_7581,86,42,81,98,56,61
S07582,Student_7582,59,54,83,59,58,77
S07583,Student_7583,53,68,56,50,53,74
S07584,Student_7584,68,45,40,93,64,78
S07585,Student_7585,73,99,94,54,69,84
S07586,Student_7586,44,51,49,76,40,85
S07587,Student_7587,41,75,82,53,78,63
S07588,Student_7588,78,95,55,58,97,64
S07589,Student_7589,56,67,74,44,40,46
S07590,Student_7590,77,57,64,60,79,75
S07591,Student_7591,94,56,57,96,57,84
S07592,Student_7592,60,76,51,62,40,51
S07593,Student_7593,63,88,96,53,62,92
S07594,Student_7594,52,86,95,87,94,51
S07595,Student_7595,59,42,69,42,75,85
S07596,Student_7596,66,90,75,69,79,84
S07597,Student_7597,91,92,89,79,61,49
S07598,Student_7598,59,67,68,85,46,45
S07599,Student_7599,43,82,41,52,92,70
S07600,Student_7600,71,72,98,63,76,78
S07601,Student_7601,46,72,62,52,63,62
S07602,Student_7602,84,85,56,55,59,90
S07603,Student_7603,42,48,75,52,67,63
S07604,Student_7604,53,40,83,44,52,91
S07605,Student_7605,42,93,47,95,62,58
S07606,Student_7606,47,66,92,45,92,90
S07607,Student_7607,68,61,82,44,48,66
S07608,Student_7608,63,81,44,51,74,41
S07609,Student_7609,80,94,96,60,47,98
S07610,Student_7610,50,67,65,72,86,52
S07611,Student_7611,98,56,64,82,62,80
S07612,Student_7612,61,56,64,60,99,70
S07613,Student_7613,80,44,91,94,67,85
S07614,Student_7614,87,46,44,53,67,73
S07615,Student_7615,52,94,65,82,43,87
S07616,Student_7616,47,54,78,86,84,58
S07617,Student_7617,46,82,43,49,97,40
S07618,Student_7618,54,46,70,69,44,98
S07619,Student_7619,90,59,41,88,83,53
S07620,Student_7620,81,87,41,47,73,77
S07621,Student_7621,57,40,58,69,88,73
S07622,Student_7622,68,86,67,72,61,52
S07623,Student_7623,73,95,87,56,63,42
S07624,Student_7624,47,76,69,42,78,59
S07625,Student_7625,56,77,53,59,91,82
S07626,Student_7626,88,50,88,81,54,61
S07627,Student_7627,48,90,70,86,70,58
S07628,Student_7628,71,56,61,92,45,73
S07629,Student_7629,92,93,52,75,44,63
S07630,Student_7630,77,79,83,92,62,44
S07631,Student_7631,50,70,88,69,96,97
S07632,Student_7632,53,92,68,46,83,58
S07633,Student_7633,41,48,91,90,66,45
S07634,Student_7634,60,49,53,44,47,98
S07635,Student_7635,87,40,49,97,89,71
S07636,Student_7636,43,54,74,51,83,65
S07637,Student_7637,76,86,47,86,98,46
S07638,Student_7638,81,79,41,55,57,69
S07639,Student_7639,65,83,97,69,77,43
S07640,Student_7640,81,77,59,41,67,90
S07641,Student_7641,91,68,60,99,56,94
S07642,Student_7642,67,98,53,77,65,84
S07643,Student_7643,99,76,85,94,51,54
S07644,Student_7644,87,59,88,48,63,84
S07645,Student_7645,73,93,57,41,98,98
S07646,Student_7646,92,98,79,98,98,49
S07647,Student_7647,54,66,62,61,96,49
S07648,Student_7648,83,71,97,70,52,73
S07649,Student_7649,78,95,43,51,88,91
S07650,Student_7650,40,49,55,82,64,51
S07651,Student_7651,56,94,87,97,84,65
S07652,Student_7652,63,66,97,60,80,66
S07653,Student_7653,40,78,85,79,87,90
S07654,Student_7654,78,73,46,65,86,82
S07655,Student_7655,87,79,80,78,91,94
S07656,Student_7656,88,86,61,82,78,92
S07657,Student_7657,72,54,79,59,65,66
S07658,Student_7658,84,45,49,53,41,49
S07659,Student_7659,68,93,78,74,74,49
S07660,Student_7660,94,94,80,90,57,60
S07661,Student_7661,56,74,79,64,79,89
S07662,Student_7662,53,74,45,47,84,98
S07663,Student_7663,56,71,68,44,58,93
S07664,Student_7664,86,57,81,91,57,81
S07665,Student_7665,65,44,91,87,87,71
S07666,Student_7666,45,47,91,80,72,93
S07667,Student_7667,82,98,96,52,62,70
S07668,Student_7668,69,58,76,86,57,42
S07669,Student_7669,64,64,96,61,42,42
S07670,Student_7670,67,51,79,56,53,55
S07671,Student_7671,52,83,60,84,88,55
S07672,Student_7672,42,75,52,84,62,96
S07673,Student_7673,94,63,67,53,57,54
S07674,Student_7674,59,78,72,60,41,45
S07675,Student_7675,49,92,49,97,56,44
S07676,Student_7676,48,52,88,72,99,92
S07677,Student_7677,89,93,99,90,66,85
S07678,Student_7678,42,52,78,58,46,47
S07679,Student_7679,62,90,72,84,42,75
S07680,Student_7680,63,93,84,68,98,71
S07681,Student_7681,54,54,49,42,97,91
S07682,Student_7682,51,99,72,88,89,43
S07683,Student_7683,77,78,56,98,97,58
S07684,Student_7684,74,71,54,73,46,62
S07685,Student_7685,58,50,72,75,81,53
S07686,Student_7686,54,53,59,40,95,41
S07687,Student_7687,94,40,66,54,75,51
S07688,Student_7688,44,88,55,62,81,42
S07689,Student_7689,63,71,63,86,84,71
S07690,Student_7690,42,44,86,52,48,41
S07691,Student_7691,82,56,78,86,60,93
S07692,Student_7692,52,60,87,54,58,97
S07693,Student_7693,56,82,77,41,89,95
S07694,Student_7694,90,99,57,52,82,97
S07695,Student_7695,85,81,98,53,61,74
S07696,Student_7696,52,74,69,74,91,91
S07697,Student_7697,87,99,92,41,96,47
S07698,Student_7698,43,47,59,75,43,47
S07699,Student_7699,91,46,77,93,41,70
S07700,Student_7700,71,42,99,66,83,88
S07701,Student_7701,52,88,68,94,44,42
S07702,Student_7702,83,91,91,89,82,77
S07703,Student_7703,44,41,86,44,51,88
S07704,Student_7704,79,43,90,90,66,88
S07705,Student_7705,55,85,67,42,67,91
S07706,Student_7706,77,96,66,65,75,52
S07707,Student_7707,56,84,75,64,84,64
S07708,Student_7708,88,86,48,45,75,71
S07709,Student_7709,88,57,85,73,66,82
S07710,Student_7710,88,50,97,47,57,40
S07711,Student_7711,44,80,75,72,87,55
S07712,Student_7712,85,90,86,79,46,80
S07713,Student_7713,44,92,82,40,70,77
S07714,Student_7714,55,44,56,52,98,94
S07715,Student_7715,97,78,91,60,83,84
S07716,Student_7716,88,93,95,61,76,96
S07717,Student_7717,64,46,64,48,60,55
S07718,Student_7718,69,53,86,66,75,46
S07719,Student_7719,51,92,82,74,78,83
S07720,Student_7720,94,50,52,67,68,52
S07721,Student_7721,73,62,77,56,72,77
S07722,Student_7722,93,91,65,50,90,60
S07723,Student_7723,90,69,55,55,97,40
S07724,Student_7724,95,43,44,43,61,53
S07725,Student_7725,86,65,45,77,77,61
S07726,Student_7726,47,54,67,89,50,85
S07727,Student_7727,40,74,85,49,62,68
S07728,Student_7728,94,63,79,92,67,62
S07729,Student_7729,82,94,41,67,79,72
S07730,Student_7730,95,70,65,83,49,61
S07731,Student_7731,56,56,76,83,76,67
S07732,Student_7732,45,79,80,88,69,47
S07733,Student_7733,65,54,68,70,50,83
S07734,Student_7734,44,64,72,58,46,77
S07735,Student_7735,54,97,52,52,77,50
S07736,Student_7736,75,47,94,83,56,91
S07737,Student_7737,42,67,53,91,69,69
S07738,Student_7738,90,75,61,63,99,59
S07739,Student_7739,74,43,61,61,91,42
S07740,Student_7740,54,79,84,56,43,73
S07741,Student_7741,47,83,70,58,65,55
S07742,Student_7742,49,50,79,87,80,48
S07743,Student_7743,91,72,75,68,55,96
S07744,Student_7744,48,50,54,78,56,61
S07745,Student_7745,74,71,76,83,61,57
S07746,Student_7746,74,48,88,70,81,77
S07747,Student_7747,97,98,88,84,67,70
S07748,Student_7748,57,81,46,72,93,97
S07749,Student_7749,54,97,92,76,82,57
S07750,Student_7750,40,97,92,88,93,40
S07751,Student_7751,58,40,84,76,86,78
S07752,Student_7752,70,42,78,89,72,56
S07753,Student_7753,42,85,92,67,94,60
S07754,Student_7754,95,86,44,92,60,43
S07755,Student_7755,51,97,70,65,46,80
S07756,Student_7756,61,67,83,81,85,66
S07757,Student_7757,43,66,85,96,75,95
S07758,Student_7758,85,53,84,70,48,94
S07759,Student_7759,99,71,92,60,95,45
S07760,Student_7760,82,92,58,69,89,50
S07761,Student_7761,57,74,42,83,77,93
S07762,Student_7762,74,86,77,91,51,92
S07763,Student_7763,54,65,78,93,50,77
S07764,Student_7764,83,90,44,49,70,79
S07765,Student_7765,93,91,71,91,56,47
S07766,Student_7766,83,89,65,95,91,83
S07767,Student_7767,83,60,60,85,65,73
S07768,Student_7768,80,72,63,97,62,92
S07769,Student_7769,53,93,75,76,55,55
S07770,Student_7770,62,53,44,69,63,48
S07771,Student_7771,79,99,65,72,90,89
S07772,Student_7772,72,71,76,78,50,93
S07773,Student_7773,50,93,94,45,67,80
S07774,Student_7774,55,88,58,68,77,97
S07775,Student_7775,97,62,51,72,91,77
S07776,Student_7776,87,42,46,45,51,52
S07777,Student_7777,94,75,94,61,79,71
S07778,Student_7778,83,48,93,81,82,46
S07779,Student_7779,82,40,95,66,47,81
S07780,Student_7780,79,91,58,63,70,73
S07781,Student_7781,67,69,75,64,58,54
S07782,Student_7782,60,84,98,87,65,88
S07783,Student_7783,47,49,95,74,86,65
S07784,Student_7784,97,59,83,68,50,74
S07785,Student_7785,59,91,42,85,80,77
S07786,Student_7786,94,71,84,71,73,60
S07787,Student_7787,50,64,76,94,98,40
S07788,Student_7788,74,55,40,45,62,74
S07789,Student_7789,71,95,78,72,52,71
S07790,Student_7790,48,93,86,93,98,69
S07791,Student_7791,41,41,96,58,73,73
S07792,Student_7792,92,63,53,41,76,83
S07793,Student_7793,64,46,63,60,41,55
S07794,Student_7794,66,77,88,84,59,73
S07795,Student_7795,50,56,44,60,89,50
S07796,Student_7796,49,98,56,80,78,49
S07797,Student_7797,48,83,61,52,77,52
S07798,Student_7798,89,54,96,58,51,44
S07799,Student_7799,55,84,99,86,95,93
S07800,Student_7800,64,48,84,45,72,59
S07801,Student_7801,66,55,53,46,66,47
S07802,Student_7802,62,46,55,40,78,72
S07803,Student_7803,71,97,40,80,64,92
S07804,Student_7804,50,94,47,80,56,59
S07805,Student_7805,52,83,43,46,50,45
S07806,Student_7806,78,51,56,96,61,43
S07807,Student_7807,56,92,63,87,51,67
S07808,Student_7808,65,53,60,52,86,91
S07809,Student_7809,57,62,51,65,84,52
S07810,Student_7810,73,98,50,76,79,63
S07811,Student_7811,49,78,58,91,50,72
S07812,Student_7812,53,90,97,56,71,48
S07813,Student_7813,55,80,50,84,88,79
S07814,Student_7814,61,62,60,49,63,93
S07815,Student_7815,94,70,86,78,66,45
S07816,Student_7816,54,89,54,83,99,90
S07817,Student_7817,75,45,98,83,90,53
S07818,Student_7818,47,51,56,96,40,66
S07819,Student_7819,75,86,89,80,40,61
S07820,Student_7820,72,53,66,98,87,41
S07821,Student_7821,56,91,95,47,64,88
S07822,Student_7822,73,91,50,94,59,75
S07823,Student_7823,49,85,70,82,66,64
S07824,Student_7824,79,97,59,84,95,52
S07825,Student_7825,93,51,79,52,89,71
S07826,Student_7826,44,93,62,93,97,54
S07827,Student_7827,87,80,47,99,75,98
S07828,Student_7828,81,64,41,79,90,95
S07829,Student_7829,69,64,54,50,78,70
S07830,Student_7830,64,92,57,60,95,95
S07831,Student_7831,40,79,84,77,53,80
S07832,Student_7832,92,85,95,66,55,98
S07833,Student_7833,47,79,74,92,97,79
S07834,Student_7834,70,89,79,95,43,54
S07835,Student_7835,61,46,80,97,98,46
S07836,Student_7836,46,73,81,62,87,93
S07837,Student_7837,48,40,78,69,42,45
S07838,Student_7838,59,69,95,45,97,74
S07839,Student_7839,41,51,94,70,84,99
S07840,Student_7840,77,77,49,85,52,48
S07841,Student_7841,91,89,74,99,99,91
S07842,Student_7842,52,55,43,45,71,85
S07843,Student_7843,67,79,50,50,70,84
S07844,Student_7844,96,63,96,49,81,40
S07845,Student_7845,46,81,55,69,40,98
S07846,Student_7846,46,91,98,62,42,97
S07847,Student_7847,51,73,89,81,65,55
S07848,Student_7848,61,94,67,99,95,59
S07849,Student_7849,63,71,74,71,73,86
S07850,Student_7850,85,94,78,92,75,73
S07851,Student_7851,72,40,44,96,47,43
S07852,Student_7852,93,91,92,93,75,68
S07853,Student_7853,55,65,84,64,65,71
S07854,Student_7854,95,90,51,60,73,74
S07855,Student_7855,49,45,88,45,93,42
S07856,Student_7856,75,91,79,86,62,61
S07857,Student_7857,59,45,69,87,66,42
S07858,Student_7858,89,48,73,48,82,44
S07859,Student_7859,75,68,78,46,51,94
S07860,Student_7860,97,85,80,91,55,44
S07861,Student_7861,93,64,90,44,61,80
S07862,Student_7862,56,62,42,63,84,74
S07863,Student_7863,49,78,81,74,86,61
S07864,Student_7864,73,41,72,40,68,99
S07865,Student_7865,50,71,94,45,86,53
S07866,Student_7866,44,43,75,55,40,83
S07867,Student_7867,56,52,42,78,43,88
S07868,Student_7868,82,66,92,67,59,67
S07869,Student_7869,99,40,41,49,83,59
S07870,Student_7870,84,80,56,89,56,71
S07871,Student_7871,98,77,98,84,87,54
S07872,Student_7872,65,53,52,99,44,45
S07873,Student_7873,80,78,41,44,74,58
S07874,Student_7874,64,84,88,52,41,96
S07875,Student_7875,72,82,82,78,72,60
S07876,Student_7876,62,66,52,57,72,97
S07877,Student_7877,42,62,44,40,72,78
S07878,Student_7878,43,60,74,89,64,94
S07879,Student_7879,54,66,86,62,41,96
S07880,Student_7880,54,69,94,62,92,87
S07881,Student_7881,41,40,86,65,53,60
S07882,Student_7882,74,70,48,95,77,79
S07883,Student_7883,55,97,84,51,90,98
S07884,Student_7884,88,59,74,61,83,77
S07885,Student_7885,88,65,74,84,62,65
S07886,Student_7886,96,59,85,51,44,79
S07887,Student_7887,60,75,59,70,65,60
S07888,Student_7888,77,89,57,71,93,75
S07889,Student_7889,63,65,89,96,64,46
S07890,Student_7890,70,56,66,86,43,55
S07891,Student_7891,95,95,53,95,66,75
S07892,Student_7892,56,49,85,81,74,42
S07893,Student_7893,81,75,61,53,41,92
S07894,Student_7894,86,75,97,84,70,99
S07895,Student_7895,72,97,79,55,92,83
S07896,Student_7896,47,79,66,43,81,53
S07897,Student_7897,57,83,47,82,83,97
S07898,Student_7898,83,57,43,94,47,57
S07899,Student_7899,53,53,71,62,67,55
S07900,Student_7900,42,46,44,59,58,78
S07901,Student_7901,63,62,75,58,40,59
S07902,Student_7902,50,94,92,44,62,74
S07903,Student_7903,55,64,79,56,53,83
S07904,Student_7904,47,96,90,45,43,73
S07905,Student_7905,59,58,52,68,75,57
S07906,Student_7906,80,50,84,89,81,67
S07907,Student_7907,56,71,74,98,55,98
S07908,Student_7908,74,86,60,50,67,90
S07909,Student_7909,45,98,58,80,82,53
S07910,Student_7910,94,78,89,70,64,95
S07911,Student_7911,49,40,95,89,97,87
S07912,Student_7912,46,87,92,97,67,63
S07913,Student_7913,42,53,46,50,53,55
S07914,Student_7914,51,62,59,82,43,72
S07915,Student_7915,83,86,69,48,98,49
S07916,Student_7916,44,75,93,72,50,71
S07917,Student_7917,93,41,60,94,94,71
S07918,Student_7918,41,51,52,90,59,85
S07919,Student_7919,73,68,67,83,59,83
S07920,Student_7920,80,69,82,52,89,70
S07921,Student_7921,93,63,73,45,97,63
S07922,Student_7922,92,75,85,88,89,41
S07923,Student_7923,56,62,95,60,64,98
S07924,Student_7924,78,74,42,45,86,76
S07925,Student_7925,44,84,46,56,55,94
S07926,Student_7926,56,55,66,71,62,58
S07927,Student_7927,45,51,51,60,60,94
S07928,Student_7928,94,58,49,91,97,46
S07929,Student_7929,67,54,41,52,50,98
S07930,Student_7930,67,94,62,69,44,42
S07931,Student_7931,90,89,70,96,81,59
S07932,Student_7932,59,40,41,85,83,68
S07933,Student_7933,99,65,70,89,55,50
S07934,Student_7934,72,45,50,40,58,68
S07935,Student_7935,87,72,46,42,85,64
S07936,Student_7936,55,55,66,87,86,56
S07937,Student_7937,78,55,40,67,68,92
S07938,Student_7938,46,74,48,76,58,55
S07939,Student_7939,82,60,82,63,73,68
S07940,Student_7940,90,70,48,54,70,89
S07941,Student_7941,56,93,93,94,67,63
S07942,Student_7942,99,92,40,45,98,66
S07943,Student_7943,56,97,48,52,71,70
S07944,Student_7944,83,58,50,93,79,43
S07945,Student_7945,77,61,91,80,60,92
S07946,Student_7946,46,89,91,82,95,80
S07947,Student_7947,46,80,52,92,49,48
S07948,Student_7948,53,68,89,45,44,46
S07949,Student_7949,69,84,66,61,74,90
S07950,Student_7950,46,48,40,52,40,97
S07951,Student_7951,54,54,45,57,72,45
S07952,Student_7952,74,96,60,51,65,65
S07953,Student_7953,80,78,99,78,76,43
S07954,Student_7954,96,72,58,42,98,95
S07955,Student_7955,46,63,61,55,96,46
S07956,Student_7956,51,73,92,89,62,53
S07957,Student_7957,58,45,69,88,60,73
S07958,Student_7958,67,68,94,44,92,40
S07959,Student_7959,57,86,51,57,89,52
S07960,Student_7960,49,99,76,79,62,42
S07961,Student_7961,74,93,76,43,48,64
S07962,Student_7962,87,64,77,78,85,66
S07963,Student_7963,82,62,94,83,48,69
S07964,Student_7964,94,92,82,89,99,44
S07965,Student_7965,44,85,63,52,94,88
S07966,Student_7966,68,54,98,94,81,67
S07967,Student_7967,63,44,49,41,50,61
S07968,Student_7968,82,82,70,92,75,96
S07969,Student_7969,83,45,49,45,52,62
S07970,Student_7970,83,67,56,83,93,74
S07971,Student_7971,41,69,72,76,49,97
S07972,Student_7972,95,91,50,40,44,54
S07973,Student_7973,47,88,95,40,63,89
S07974,Student_7974,41,81,91,51,66,87
S07975,Student_7975,42,63,78,45,85,47
S07976,Student_7976,93,51,92,92,46,40
S07977,Student_7977,54,76,80,62,91,69
S07978,Student_7978,69,87,89,64,82,80
S07979,Student_7979,51,88,69,82,51,79
S07980,Student_7980,89,86,61,42,72,50
S07981,Student_7981,84,67,46,61,74,90
S07982,Student_7982,85,91,98,97,61,89
S07983,Student_7983,97,93,95,67,83,54
S07984,Student_7984,89,63,63,83,62,76
S07985,Student_7985,96,69,68,74,73,78
S07986,Student_7986,74,51,51,79,75,96
S07987,Student_7987,72,70,53,64,54,65
S07988,Student_7988,59,43,53,52,95,42
S07989,Student_7989,51,67,79,59,57,43
S07990,Student_7990,68,63,84,58,83,91
S07991,Student_7991,83,48,57,95,61,59
S07992,Student_7992,68,55,77,46,53,77
S07993,Student_7993,69,61,88,99,86,78
S07994,Student_7994,56,82,47,71,62,89
S07995,Student_7995,83,67,78,63,73,58
S07996,Student_7996,92,90,88,60,55,81
S07997,Student_7997,75,85,42,66,91,54
S07998,Student_7998,62,47,99,75,60,81
S07999,Student_7999,97,73,43,78,42,97
S08000,Student_8000,91,44,71,85,89,87
S08001,Student_8001,54,57,52,70,78,83
S08002,Student_8002,90,98,43,98,87,87
S08003,Student_8003,77,88,57,47,68,89
S08004,Student_8004,44,74,57,75,89,52
S08005,Student_8005,98,75,40,56,64,82
S08006,Student_8006,59,56,58,67,68,82
S08007,Student_8007,62,58,84,45,97,87
S08008,Student_8008,41,88,76,92,41,94
S08009,Student_8009,84,69,40,53,51,95
S08010,Student_8010,90,90,58,93,58,57
S08011,Student_8011,79,69,78,49,44,99
S08012,Student_8012,94,50,71,69,65,73
S08013,Student_8013,84,93,64,90,71,96
S08014,Student_8014,52,48,59,70,56,97
S08015,Student_8015,59,83,73,97,58,79
S08016,Student_8016,40,53,53,86,96,73
S08017,Student_8017,87,60,48,67,88,48
S08018,Student_8018,94,79,53,55,51,86
S08019,Student_8019,55,98,60,90,71,57
S08020,Student_8020,93,63,85,48,40,76
S08021,Student_8021,51,76,72,77,90,93
S08022,Student_8022,62,85,51,68,63,77
S08023,Student_8023,69,67,76,51,89,76
S08024,Student_8024,74,76,45,71,63,44
S08025,Student_8025,91,79,40,60,86,95
S08026,Student_8026,52,46,69,79,48,90
S08027,Student_8027,93,91,60,59,41,67
S08028,Student_8028,79,40,45,80,83,75
S08029,Student_8029,93,54,63,67,50,42
S08030,Student_8030,44,83,62,82,75,51
S08031,Student_8031,74,79,52,60,45,91
